sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,value,HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:29:44 +0000,2025-09-18 08:30:44 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:30:44 +0000,2025-09-18 08:31:14 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:31:14 +0000,2025-09-18 08:32:44 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:32:44 +0000,2025-09-18 08:35:14 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:35:14 +0000,2025-09-18 08:35:44 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:35:44 +0000,2025-09-18 08:44:44 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:44:44 +0000,2025-09-18 08:45:44 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 08:45:44 +0000,2025-09-18 09:05:44 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 09:05:44 +0000,2025-09-18 09:26:14 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 09:26:14 +0000,2025-09-18 10:03:14 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 10:03:14 +0000,2025-09-18 10:10:44 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 10:10:44 +0000,2025-09-18 10:13:14 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 10:13:14 +0000,2025-09-18 10:13:44 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 10:13:44 +0000,2025-09-18 10:22:44 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 05:11:06 +0000,2025-09-19 05:22:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 05:22:36 +0000,2025-09-19 05:23:36 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 05:23:36 +0000,2025-09-19 05:37:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 05:37:36 +0000,2025-09-19 05:46:06 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 05:46:06 +0000,2025-09-19 05:51:06 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 05:51:06 +0000,2025-09-19 06:00:06 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 06:00:06 +0000,2025-09-19 06:00:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 06:00:36 +0000,2025-09-19 06:01:06 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 06:01:06 +0000,2025-09-19 06:31:06 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 06:31:06 +0000,2025-09-19 06:44:36 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 06:44:36 +0000,2025-09-19 06:52:06 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 06:52:06 +0000,2025-09-19 07:04:36 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 07:04:36 +0000,2025-09-19 07:05:36 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 07:05:36 +0000,2025-09-19 07:37:06 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 07:37:06 +0000,2025-09-19 07:38:06 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 07:38:06 +0000,2025-09-19 07:52:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 07:52:36 +0000,2025-09-19 07:59:06 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 07:59:06 +0000,2025-09-19 08:15:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 08:15:36 +0000,2025-09-19 08:59:36 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 08:59:36 +0000,2025-09-19 09:42:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 09:42:36 +0000,2025-09-19 09:43:36 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 09:43:36 +0000,2025-09-19 09:49:06 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 09:49:06 +0000,2025-09-19 10:10:36 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 10:10:36 +0000,2025-09-19 10:13:06 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 10:13:06 +0000,2025-09-19 10:14:06 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-19 10:14:06 +0000,2025-09-19 10:21:36 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 10:26:34 +0000,2025-09-20 10:49:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 10:49:34 +0000,2025-09-20 11:06:04 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 11:06:04 +0000,2025-09-20 11:09:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 11:09:34 +0000,2025-09-20 11:32:04 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 11:32:04 +0000,2025-09-20 11:32:34 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 11:32:34 +0000,2025-09-20 11:44:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 11:44:34 +0000,2025-09-20 11:55:04 +0000,asleepREM,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 11:55:04 +0000,2025-09-20 12:49:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 12:49:04 +0000,2025-09-20 12:50:34 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 12:50:34 +0000,2025-09-20 13:00:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 13:00:04 +0000,2025-09-20 13:23:04 +0000,asleepREM,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 13:23:04 +0000,2025-09-20 13:43:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 13:43:34 +0000,2025-09-20 13:46:34 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 13:46:34 +0000,2025-09-20 14:00:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:00:04 +0000,2025-09-20 14:01:04 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:01:04 +0000,2025-09-20 14:02:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:02:04 +0000,2025-09-20 14:03:34 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:03:34 +0000,2025-09-20 14:06:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:06:04 +0000,2025-09-20 14:10:34 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:10:34 +0000,2025-09-20 14:15:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:15:04 +0000,2025-09-20 14:15:34 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:15:34 +0000,2025-09-20 14:19:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:19:34 +0000,2025-09-20 14:21:04 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:21:04 +0000,2025-09-20 14:28:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:28:34 +0000,2025-09-20 14:29:34 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:29:34 +0000,2025-09-20 14:32:04 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:32:04 +0000,2025-09-20 14:34:04 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:34:04 +0000,2025-09-20 14:36:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:36:34 +0000,2025-09-20 14:37:34 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-20 14:37:34 +0000,2025-09-20 14:44:34 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 06:48:37 +0000,2025-09-21 07:02:07 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 07:02:07 +0000,2025-09-21 07:10:37 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 07:10:37 +0000,2025-09-21 07:16:07 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 07:16:07 +0000,2025-09-21 07:33:07 +0000,asleepREM,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 07:33:07 +0000,2025-09-21 07:56:37 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 07:56:37 +0000,2025-09-21 08:25:37 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 08:25:37 +0000,2025-09-21 08:39:37 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 08:39:37 +0000,2025-09-21 08:53:07 +0000,asleepREM,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 08:53:07 +0000,2025-09-21 09:18:37 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 09:18:37 +0000,2025-09-21 09:19:37 +0000,asleepDeep,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 09:19:37 +0000,2025-09-21 10:05:37 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 10:05:37 +0000,2025-09-21 10:40:37 +0000,asleepREM,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 10:40:37 +0000,2025-09-21 11:34:37 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 11:34:37 +0000,2025-09-21 12:00:37 +0000,asleepREM,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 12:00:37 +0000,2025-09-21 12:55:07 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 12:55:07 +0000,2025-09-21 13:03:07 +0000,awake,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-21 13:03:07 +0000,2025-09-21 13:09:37 +0000,asleepCore,America/Indiana/Indianapolis
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 05:17:48 +0000,2025-09-22 05:32:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 05:32:18 +0000,2025-09-22 05:34:48 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 05:34:48 +0000,2025-09-22 05:39:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 05:39:48 +0000,2025-09-22 06:09:18 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 06:09:18 +0000,2025-09-22 06:13:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 06:13:48 +0000,2025-09-22 06:37:18 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 06:37:18 +0000,2025-09-22 07:01:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:01:48 +0000,2025-09-22 07:08:48 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:08:48 +0000,2025-09-22 07:15:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:15:18 +0000,2025-09-22 07:16:18 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:16:18 +0000,2025-09-22 07:25:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:25:18 +0000,2025-09-22 07:44:18 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:44:18 +0000,2025-09-22 07:45:18 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:45:18 +0000,2025-09-22 07:54:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 07:54:48 +0000,2025-09-22 08:07:48 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 08:07:48 +0000,2025-09-22 08:43:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 08:43:18 +0000,2025-09-22 08:43:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 08:43:48 +0000,2025-09-22 09:06:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 09:06:18 +0000,2025-09-22 09:18:18 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 09:18:18 +0000,2025-09-22 09:19:18 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 09:19:18 +0000,2025-09-22 09:23:48 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 09:23:48 +0000,2025-09-22 10:12:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:12:18 +0000,2025-09-22 10:17:48 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:17:48 +0000,2025-09-22 10:18:18 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:18:18 +0000,2025-09-22 10:23:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:23:48 +0000,2025-09-22 10:24:18 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:24:18 +0000,2025-09-22 10:25:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:25:48 +0000,2025-09-22 10:26:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:26:48 +0000,2025-09-22 10:46:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:46:48 +0000,2025-09-22 10:48:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:48:48 +0000,2025-09-22 10:51:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:51:18 +0000,2025-09-22 10:55:48 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:55:48 +0000,2025-09-22 10:59:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 10:59:48 +0000,2025-09-22 11:09:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:09:18 +0000,2025-09-22 11:44:18 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:44:18 +0000,2025-09-22 11:45:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:45:48 +0000,2025-09-22 11:47:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:47:18 +0000,2025-09-22 11:55:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:55:48 +0000,2025-09-22 11:57:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:57:48 +0000,2025-09-22 11:58:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 11:58:48 +0000,2025-09-22 12:24:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 12:24:18 +0000,2025-09-22 12:41:18 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 12:41:18 +0000,2025-09-22 12:41:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 12:41:48 +0000,2025-09-22 12:53:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 12:53:48 +0000,2025-09-22 12:54:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 12:54:48 +0000,2025-09-22 13:30:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 13:30:48 +0000,2025-09-22 13:37:18 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 13:37:18 +0000,2025-09-22 13:44:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 13:44:18 +0000,2025-09-22 14:07:48 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 14:07:48 +0000,2025-09-22 14:08:18 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 14:08:18 +0000,2025-09-22 14:09:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 14:09:48 +0000,2025-09-22 14:11:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 14:11:48 +0000,2025-09-22 14:54:18 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 14:54:18 +0000,2025-09-22 14:55:48 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-22 14:55:48 +0000,2025-09-22 14:58:48 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-23 04:23:44 +0000,2025-09-23 04:32:14 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-23 04:32:14 +0000,2025-09-23 04:33:44 +0000,awake,America/Chicago
